text,star
즐겁게 봤습니다. 물론 씁씁한 건 어쩔 수없지만,1
모든 씬들이 보는 내내 기분이 나쁠정도 로 지나치게 몰입하게 된다.... 요즘 저런 게임을 진짜한다던데... 같이할사람?ㅋ,1
여기 단역배우는  어느 인터뷰에서 영화는 잘만들었는데  별점테러로 영화가 망했다고 핑계되고 자빠졌드라ㅋㅋㅋ,0
거 상대가 강동원 한효주면 쉽게 사랑에  빠질수도 있는거 아니오?,0
1점도 아깝다 이걸 영화라고 만들어냐? 감독 때려처라,0
난 재밌게 봤는데 뭐 참신하네요 ㅎㅎ,1
그들만의 리그;; 공감불가,0
그래서 인랑이 뭔데..?,0
진짜 웰메이드 영화임. 정말 스토리와 소재가 신선해서 별 만점 이상 주고싶다. 연기들도 어쩜 그렇게 다들 잘 하는지.,1
최소가 반개라...마이너스가 있오야될듯.. 배우가 아깝다.,0
이게 영화고 이게 시나리오 이게 연기다 보는 내내 소름이였다,1
잼나네연ㅋ데헷 좋앗음,1
너무 잼있게 봤어요~~^^,1
기대하고봤는데 액션신과 배우분들연기만 좋았고 스토리나 다른건 별로ㅠㅠ 보고 실망했어요.. 그리고 갑자기 나오는 로맨스는 뭐죠..?,0
걍 애니가 낫네요.  유치해서 토나옴.,0
왜본거지이걸..ㅎㅎ,0
왜 이영화 욕하는지 모르겠다 나는 보는 내내 내가 어디에있는지 잊었다,1
보고나서 기분 더럽다 평점 ㄴㄴ,1
오랫만에 웃었습니다?유혜진. 나오는 영화는. 믿고봅니다?역쉬 실망안시키는. 배우입니다?,1
다알면 시원할꺼 같지만모르는게 약이 되는 인간의 삶...,1
"처음부터 끝까지 마음 놓을 틈을 안주더군요..ㅋㅋ 하나의 거대한 심리학 실험 영상을 본 듯한 느낌..영화가 주는 교훈(?) : 적절한  거리의 필요성, 지나친 관심은 독이 된다. 모르는 게 약이다.  등등..",1
남들에게 내 폰을 공개 할 만큼 떳떳한 사람이 몇이나 될까,1
이서진만 큰일난 영화 우째,0
기대 만큼은 아니였지만..나름 괜찮게 봤음...보기전에 뭔가 사람의 내면 심리를 디테일 혹은 통찰력있게 다룬 영화인가 싶었는데..생각과 달리 그냥 벌어지는 상황에서의 일사분란 함에 그쳤다고나 할까? 그리고 연기파 배...,1
"최신이라 지루하지않을뿐,,, 시작부터 끝이날 2시간동안 배우들이 졸라 나부랑 대기만 할뿐,,,,-.-;",1
이서진 역할 너무 잘어울려요 ㅋㅋㅋ 그리고 영화 보는 내내 하얀키티덕에 다들 미친듯이 웃었어요. 다른 배우들의 연기도 훌륭했지만 단연 염정화씨 연기가 돋보였어요. 진짜 스펙트럼이 넓은 배우예요. 대단합니다.,1
재미있게 잘봤어요 !!,1
믿고 거르는 한효주잊지말자 군 가혹행위,0
별 한개도 아깝다 코미디라면서?어디서 웃어야 되냐ㅡㅡ제작비 정말 안든 영화 개노잼 영화 돈아까운 영화 졸린 영화 옆에 있는 애인 혹은 배우자를 의심하게 하는 영화 댓글은 다 알바들ㅋㅋ 속지 마세요 이게 왜 1위냐 쓰...,0
너무 저평가됬네~그정도는아닌데~!!,1
ㅇ뚀신같은 영화임.ㅇㅇ,0
웃자웃자웃자ㅋㅋ웃자,0
다소 불편한 내용이 있고 이런 장면이 꼭 필요했을까 하는 의문이 가끔 들기는 하지만 영화보는 내내 웃으면서 봤음 즐기기에 충분한 영화이다,1
액션 끝내주던데 시간 가는 줄 모르고 봤음,1
저예산같은디 잘만듬 쓸대없이 장소옮기고 그런거없이 반전의반전 분명코미디영화인데 나마저도불안하고불편해지더라 몰입도좋고 반전의반전 소재참신,1
액션굿..볼만합니다.강추,1
이게 왜 재미없다는지 진짜 하나도 이해가안가네,1
내용없는 3류 쓰레기영화 시사회라 공짜로 봤지만 시간마저 아까운 쓰레기중에 쓰레기 영화,0
한국영화 이래서 안된다...,0
재밌었는데 집와서 찾으니까 위험한 만찬이랑 내용 똑같... 리메이크인지..?,1
너무 재밌는 영화인것같다,1
20년전 원작을 그대로배껴놨으니 잼있을리없지,0
내용도 좋지만 배우들의 연기력만으로 승부를 건 영화의 승리,1
"재미,긴장감,대중성,결말,감독이 전하는 메세지모두 완벽한 영화",1
재미났어요 중간중간 웃기도 하고 마지막은 뭔가 이해는 안되긴하지만 다시 일상으로 돌아간건가.. 모르겠당,1
지루할 틈이 없는 영화. 너무 웃겼어요,1
"일단 꾸밈없고 현실에서도 충분히 일어날 수 있을법한 소재로 몰입도있게 잘 끌어나감 보다보면 자신도 모르게 감정이입을 하고있는 나를 발견할 수 있음, 대체적으로 재미있고 올해 본영화중 최고로 많이웃었습니다ㅎㅎ",1
"완벽할 정도의 타인으로 함께 산다는 것...왠지 씁쓸하네요.배우들 명연기,내용설정 아주 좋아요~",1
보기보다 훨쏜 재밌어요 그저그런 영화인줄알았는ㄴ데 잘봤습니다,1
강동원 잘생긴거 알지만 캐스팅 미스다 한효주도 그렇고 원작은 제대로 본건지...,0
꿀잼 !! 유해진 진심 개웃겨 ㅋㅋ밥먹고 영화봤는데 웃다가 밥먹은거 토할뻔했어요 ㅠㅠ,1
나름 재밌어요 배우분들 연기가 다한듯코믹요소도 많아서 빵빵 터짐ㅋㅋ,1
3가지삷나름 흥미로운 내용의 영화,1
가족간 불신을 조성하는 즐거운 영화였습니다.^^,1
재미도있고 스릴?도있고ㅋㅋㅋ반전도있고좋았어요ㄱㅋ저딴새끠가다있나!!!속으로 그러면서봤네요ㅋㅋㅋ,1
핵쓰레기 스토리개연성따위 개나줘버린 전형적인 밑도끝도없이 연애하고 연애가 주인 sf액션영화보러갔는데 멜로영화가 튀어나오는 OOO기같은영화,0
오랜만에 재미난 영화 봤어요. 생각할 거리가 많은 영화입니다.,1
감독이 진심 현실을 아는 천재다,1
이건 머 영화냐~  머냐~별이아깝다,0
"파격적인 겉면에 비해 속면이 아쉽지만,과연 씁쓸했던 한국코미디영화를 다시 일으켰다고 할 수 있는 영화다",1
10점 알바로 봐도 무방한 수준?,0
장면들간의 관계성이나 개연성이   떨어진상태로 나오는 인물들이 감정호소만하고  뜬금없는 로맨스 멜로 끼워넣기에 공감도  전혀  안되고액션씬이 나와도 스릴이나 긴장감이  느껴지지 않고 너무 루즈해서후반부는 지루하다고 ...,0
재밌게 잘보고왔습니다,1
"와 진짜 영화관에서 이렇게 웃으면서 본 영화 처음,,어떻게 끝날까 하면서 보다가 반전에 놀라고 엔딩올라갈때 목소리 출현 배우에 두번 놀람ㅋㅋ",1
재밌어요 !!시간가는줄모르고 봤답니당ㅅ,1
많은 생각을 가지게 해주는 영화.,1
"유부남 아재들 성격이나 유머코드, 서열정리, 여자 대하는 태도 이딴게 얼마나 OO은지, 결혼생활은 얼마나 더 OO같은지도 잘 알려줘서 좋은데 ㅋ",1
10점 아니면 1점이네ㅋㅋㅋㅋ 배우들 연기는 좋았지만 불편한 요소들이 많았음 그리고 밑에 남자는 쓰레기짓만 하고 여자는 피해자로만 그린다는데.. 여적여구도 만들고 예진도 불륜이고 영배는 착하고 교훈도 주는 역할인데....,0
1도 주기 아깝다 ... 집에서 사랑 이야기 다 점프해서 봤는데 그래도 잤다 ...스토리 잘 만들었으면 괜찮게 나올 영화인데 왜 사랑 이야기를 넣었는지....ㅡㅡ 유명한 배우 다 끌어다가 이런 영화를 만들다니,0
영화 볼만한대 왜 평점 테러하는지 모르겠네요 평점테러하는 인간들 싫어서 10점 드립니다,1
좌파 우파 다 거르고 노잼이라고 그냥노 잼,0
유해진 연기 믿고 봅니다. 모르는게 약인것같습니다.,1
20대 김치녀들이 불편하다는 댓글을 남기는거 보면 꽤 재밌다는 반증이라 기대된다,1
진짜 빠져서 시간가는줄모름,1
그냥 웃지요 다시는 정모  나온 영화 돈내던 안내던 안본다   어이가 없네,0
잼싸여키키 기대안햤는데 잼있는뎅 ㅜ,1
진짜 오랜만에 극장에서 영화봤는데  처참합니다답없음,0
액션신들 다 너무 좋았고 배우들 연기는 말해서 뭐합니까 최고지ㅠㅠ,1
배우들이 만들어낸 뛰어난 영화. 연기력만으로 한편의 영화를 만들었다.,1
재미나네요 한번볼만한영화,1
원작도 재미있는 에니메이션은 아닌데 그걸 더 재미없게 만들었네...,0
마지막 엔딩 부분이 영화전부를 삼켜버린 아쉬움?,1
이게 어째서 9점대 영화지?ㅡㅡ 재밋게 봣다는 사람들은 절대 이해 불가. 난 솔직히 보다가 중간에 나갈까 하는 생각이 들던데 감독도 이런 성향인건지 의심까지 들게되고. 암튼 이런 영화는 만들지 않는게 좋을듯 불쾌하기...,0
정우성 작품보는 눈이없는건지 연기를 못하는건지...앞으로믿고거름,0
완전 대박입니다 거짓말아니고 꼭 보세요 배꼽영화관에 떨어져서 다시주으러 갑니다 ㅋㅋ,1
영화라기보다는  연극을 본 느낌.,1
기대보다 재미는 있었어요. 결말이 애매하지만 생활 연기라고 해야하나.. 재밌었어요,1
재밌는 장면이 쏠쏠하네요,1
1점도 아깝다...ㅠㅠㅠ,0
나름 재밌네요 볼만해요,1
오랜만에 웃으면서 영화를 보았다,1
"지루하지 않고 한시간 넘는 영화가 한 집안에서만 진행이 되는데 몰입도가 장난이 아니네요. 웃긴 장면도 많고 뭐랄까 많은 생각을 하게 만드는 영화? 결말 덕분에 뭔가 더 많은 생각에 잠기게 되는 영화인 것 같슴다,,",1
"믿을사람 하나 없다란 주제에 불신 ,동성애, 불륜 ,가부장적인 내용이 가득한 영화다. 재미있다란 댓글보고 영화봤는데 무엇이 그렇게 재밋다는것인지 모르겠다. 연기파 배우들이 좀 아깝다란 생각",0
최고의영호ㅓ이라더구오거,1
그런데로 좋았는데 너무 낮은거 같아서..,1
이 영화를 보고 사이좋던 남자친구와 싸웠습니다.영화가 너무 재미없어서 하루가 망한듯한 기분에 둘다 예민해져서..,0
개같은날의오후.훨~~잼남,1
최고네여ㅋㅋㅋㅋ다들 연기를 너무 자연스럽게잘하구시간가는줄 모르고 봤네요~~보고또보고해도 질리지않을거같아요~~^^♥♥배우자들 케미 죽입니다!!,1
겁나웃김ㅋㅌ 올해본 영화중에 젤 웃겨요 ㅋㅋㅋㅋ,1
너무 재밌었어요 진짜 손에 땀을 쥐는 재미. 대환장파티,1
인간의 판도라상자가되어버린 폰을 일상적인 우리의 거울이였다.  재밌다.,1
너무 뻔하고 유치해요... 보다가 왜 굳이 이런걸 웃음코드로 넣었는지 읭?스러운 부분이 많았어요.,0
대화가 너무 유치해서 집중할수가 없다..,0
개굿 완전재밋엇어요 감독최고 배우최고,1
너무 재미나게 봤어용휴대폰 버리쟈,1
오랜만에 진짜 재밌는 영화 봤네요!! 꼭보세요!!,1
진짜 재미없음  스토리도 없구 내용도 영,0
잔잔하고 묵직하게 온다,1
신선했습니다. 재밌어요~!!,1
부부사이 안좋은데 보거나 한번 바람폈다가 용서해주고 다시 사귀는 커플이 보면 안될 영화네요 ㅋㅋㅋ영화보고 싸울듯 ㅋㅋㅋ,1
웃지만 슬픈 현대인의은밀한모습을스마트폰으로 잘연출한 재밌는영화였습니다,1
성냥팔이 소녀의 재림이 좀 더 재밌는것 같아요...,0
김지운 답지 않게 웬 멜로 ?  예전에 유니크함과 독특함은 없으니 굳이 액션물을 찾는다면 미션 임파서블이  더  나은 선택..  여유있으면 인랑도 보세요?,1
비밀이 없는 사람은 없다. 설령 부부 관계라도.,1
기대만큼은..아닌듯.,1
진짜 돈너무아깝다..,0
ㅠㅠ기대를하고본건가. 괜히 봤네요집에서 걍 아무거나볼것을,1
태어나서 본 영화중 제일 웃겼다 유해진 최고,1
명작을 쓰래기로  소화해내는 놀라움.,0
진짜 평점보고갈걸 그랬다... 넘지루하고 배우는좋은데 너무노잼ㅠㅠ,0
"""영화는 배우빨이아니다""라는걸 알려주는영화",0
솔직히 평점테러라고 봐요멜로는 이야기를 위해 필요한 부분이였고 액션도 이정도면 괜찮았다고 생각합니다배우 캐스팅이나 연기들도 정말 잘했다고 느꼈어요한번쯤은 볼만한 영화입니다,1
이런 식으로 원작을 욕먹이지 않았으면,0
오시이 마모루가 보지 않았으면.,0
강동원 한효주 얼굴 때문에 4점이라도 준다,0
결말이 이렇게 궁금했던 영화는 올해 처음입니다.,1
남자친구랑 보면 무조건 싸우겠네요ㅋㅋㅋ,1
웰메이더 감독님의 헬메이드 망작.,0
배우들도 참 좋고 내용도 좋았어요 근데 한국에서는 이런 영화가 아직 인정 받기 힘든것 같아요 ㅜㅜ,1
"웃기다는 이야기를 많이 듣고가서인지 생각보다 웃기진 않았지만, 관계에 대한 생각을 많이 해준 영화.",1
인랑이라고 들어봤나 그럼보지마라,0
진짜 재밌어요.최고최고올해본영화중 젤재미있다는ㅋ,1
"스토리와 연기 로 그냥 끝장내버리네... 억지 웃음,감동,화려한 액션, 볼거리, 돈으로 발린 영화들에게 제대로 한 방 날린 블랙코미디. 간만에 제대로 된 한국 영화 봤다.",1
엄청 빵빵 터질정도는 아니지만 식탁이라는 제한된 공간에서 사생활 공개 게임이라는 소재로 많은 이야기를 뽑아낸게 좋아서 7점이요...,1
사회주의 체제로 투항하라. 투항하라.,0
우리가 숨기고 감춰온 진실이..휴대폰하나로 까발려지는..영화를 보는내내 ..웃기면서도 너무 맞는거같아서..서로를 너무알려고할수록 다친다는사실..알면서도 그냥 사는게나은건지..그러나 여전히 우리부부의 휴대폰은 잠궈져있...,1
기대안하고 봐서 그런지 저는 재밌게 봤습니다.!음 .. 다만 멜로부분 비중이 더 적었다면 좋았을것 같네요..ㅎㅎ그리고 한효주씨가 사람죽이는 차량씬 밀도감과 깊이가 있어서 좋았어요!잘봤습니다.!,1
이서진의 연기가 기억에 많이 남네요,1
애니원작   2번보고 밧는데..원작보다 더잘만든거같음..난 재밋게봄...,1
간만에 웃음없는 나에게 방방뛰는 웃음을 주었다범죄도시이후 명작. 특히 유해진의 표정연기 진심 대박,1
여자친구랑 되게 재밌게봤습니다 ㅎㅎㅎ,1
너무 너무 재밌었어요 빵 터졌답니다 ㅋㅋ,1
아이고오오오 이런 별로네요,0
알바 득실대는 역겨운 한국영화,0
배우보는 맛으로봅니다.,0
한정된 공간에서 이뤄지는 명연기들 명배우들 그리고 누구나 비밀은 가지고 있어야 한다는 걸 깨달았어요,1
이번년도 내인생 최고의 영화,1
뭘ㅇ ㅒ기하는지조 모르갯고 강동원 하나 멋지게보이게할려고 만든영화인듯.. 첨엔 먼가 거창하게 정우성 나래이션 중반 액션 마지막 핵심도없이 멜로로끝.  돈아까  근데 관객수  이번주말에 겁나 늘것이다. 왜냐면 덥고 볼...,0
영화는 안봤지만 10점주는 댓글들만 읽어봐도 메뉴얼대로 댓글적는 알바느낌 팍팍난다ㄹㅇㅋㅋ,0
핸드폰 여자친구한테 넘겨준1인,1
한 편의 막장 드라마. 역시 막장은 재밌다,1
너무재미지네욬ㅋㅋㅋㅋ,1
웃음이 나지만 결코 가볍지 않은.. 나 자신과 주위 사람들에 대해 다시 한번 생각하게끔 만드는 영화.. 어쩌면 영화 속 내용이 우리의 현실 가까이에 있을지도,1
이정도면 괜찮습니다만 결말이 아쉽네요. 너무 갑자기 확 바껴서 적응이안됐는데 끝났어요.,1
하아....망...,0
와 브실골이라 무빙이 부족했네,0
뭐든걸 다아는것이 능사는 아니라는것을 느끼게됨,1
인싸 영화 꿀잼 잘보고갑니다,1
강추강추 완전꿀잼ㅎㅎ,1
"다 좋았지만 15세 영화는 아닌것 같다. 스토리 전개나 배우들의 연기, 영화 완성도는 나름 훌륭한 편",1
갑자기 인셉션은 뭔지ㅋㅋ 그냥 조잡한 청년경찰같음 보고나면 불편+께름칙,0
그닥 어떤의미인지 몰겟음,1
보면 ‘인생랑비’ 인랑...,0
지루하지 않은 영화입니다,1
보이는게 다가 아니다. 진실이 무엇인지 우리는 어쩌면 끝까지 모르고 살다가 가는건 아닐까..?,1
새롭고 재밌었슴다 조진웅 존멋탱,1
너무 잘만들었다!!!,1
만담의 스크린화.생각보다 재미있네요.,1
"좋은 촬영장, 소재인데 뜬금없는 멜로, 뻔한 전개, 20세기를 연상케하는 스타워즈옷 그리고 많은 이야기가 있는데 하나하나 얇게 파고드니까 집중 또한 할 수 없었고 상영 내내 매우 무거운 분위기로 재미없었을 뿐더러 액...",0
재미도 있고 영화 끝나고 많은 생각을 하게 만든 영화였음,1
잘 만든 공포영화 한편 본듯  심장 쫄깃~,1
남편 바람피는걸 알면서도 남편 친구들은 서로 비밀로하고 아무일없던것처럼 행동하는거 역겨움. 불륜 미화 심각한 영화.. 여자들만 불쌍함; 재미는 모르겠는데 남자들 하는 꼬라지보면 현실반영은 잘한듯?,0
"빵점은  없나?  내시간,..내돈",0
염정아 유해진 연기굳ㅎ,1
역대급이었음 정말  한국영화에서 이런 소재로 낼 줄은 몰랐다처음에는 역대급 라인업 배우들이 한자리에서실생활 연기하는게 궁금해서 보려고 했지만관람후에는 영화 제목처럼 우리들은 아무리 친한사람들앞에서도 완벽한 타인에 불...,1
판도라 상자는 열지말자,1
배우들의 연기와 맛깔스런 대사가 돋보였던~ 혼자서 보니 더 몰입이 잘 되었던 영화!! 재미있네요^^,1
재미있게  잘봤습니다~^^♡♡,1
참... 영화가 참.. 할 말이 없네요,0
장비가무거워보이는슬픈참치혼자서뮤직비디오찍는우는효주내가차세대나쁘지만짱짱멋찌고시픈무열이세상간지대사다치는데이유는없는우성이한류를위해한몸바친민우이들을이끌어가던우리감덩님..왜그르셨써요내주말시간돌려줘..ㅠㅠ,0
우리 모두 비밀을 안고 살아가고있지,1
흔해빠진 과거 회상씬 같은 것 없이 오로지 관객의 상상력에 의존한 것이 신의 한 수.,1
"정말 웃기고 재미있었고, 이번년도에 최고의 코믹작인 것 같습니다.",1
제발 돈좀아끼자 이런영화만들지말고... 그냥 미션임파서블이나볼걸 아침부터 짜증오지네,0
이거 정말 심각한 영화네   아~~ 스토리자체가없네 ㅡㅡ,0
goodforyou,1
안봤는데 평점보다 열받아서 1점 줍니다.,0
꾸르잼이네여다들연너무좋ㄱㅅ간가는줄모르고봐ㅛ내요,1
멋진 액션. 뒤숭숭한 스토리.,1
긴장감돌고  재밌고  남자친구랑  배꼽잡으면서너무 웃겼어요ㅎ,1
배우들은 연기는 좋았으나.... (태민제외) 시나리오 자체가 문제 인듯뜬금 없는 내용  2시간 동안 5번이상은 고개를 갸우뚱하게 만드는 내용들이 보는 내내 조금 불편했다 그냥 집에서 무료로 보기 적당한영화,0
간만에 별10개짜리 영ㅎ ㅗ ㅏ,1
총쏘는 영상물 그이하 그이상도 아님,0
왜 빵점은 없는건가요?,0
강.나.거강동원 나오면 믿고 거른다. 지금까지 얘가 찍은 영화들 때문에 몇시간 날렸는지 모르겠다. 형사 초능력자? 전우치 군도 인랑 수많은 졸작들.. 의형제 하나빼고 제대로 된걸 본 적이 없다. 시간 그만 뺏고 모델...,0
시간가는쥴 모르고 계속 웃으면서 봣어요 !!!왜 커플끼리 보지말라는지 이해가 좀 가더라구요오랜만에 진짜 재밋게 본 영화 !!추천,1
정말 재밌게 봤습니다. 어떻게든 보시는 걸 추천드립니다,1
나는 재미있게 봤다..,1
웃으러 갔는데 많이 생각이 남은 영화,1
너무 심하다 명작을 망작으로 만들다니 화남,0
경기도 안좋은데 돈 아끼세요,0
내 소중한 3시간.. 뭘 말하려는지.. 뭘 보여주려는지. 정말 처음 평점매겨봄 하..,0
총 난사질을 돈 주고 본 느낌.,0
냉무냉무냉무냉무냉무,1
휴대폰에서는 최소점수가 2점이길래 pc로 로그인해서 1점 드립니다. 줄거리가 전혀 이어지지가 않는 맥빠지는 영화랄까? 한효주 강동원 키스신 나올때 모든건 간파되었다. ㅋㅋㅋ,0
이것도 영화냐 !집어치워라 감독아 !,0
"재미삼아 한번 볼만 하나, 두번 보기에는 쫌....ㅜㅜ",1
기대없이봤는데 너무좋았어요 느끼는게 많은영화입니다,1
기대 이상으로 재미나게 보내요,1
커플들 휴대폰 초기화 하고 보러가세요,1
늑대얘기말곤 갠춘한거같다,1
80만 든것도 많이 든것임,0
"왜 이 영화에 멜로를 자꾸 끼어넣으시는지들...? 단지 인랑을 유혹하기 위한 목적이었던 거고, 사실은 마음약한 여주와,  로봇같이 감정없는 인랑이 인간에 대한 연민을 느끼게 되는 걸 그린거 밖에 안 보였는데...  ...",1
믿고거르는 강동원 출연하는 영화 빨리 영화가 끝나길 바랐다..,0
늑대의 유혹 강동원늑대를 유혹 한효주,1
넘 재밌어요 강추강추!!!,1
재미있었어요 부부가보기엔좋은영화인것같아요끝무렵은 무언가...좀 현실적인 부부이야기들 같다는느낌도있었고...암튼 오랫만에 잼나는영화본것같아요,1
"정말 재밌게 봤어요... 가슴이 아리고... 집사람한테 미안하기도 하고... 다들 연기 죽이는데, 정말 유해진... 하....ㅎㅎㅎ 정말 대단함....ㅎㅎ 정~~~말 연기 죽임...ㅎ",1
자신의 치부가 드러나지 않았으면 하는 긴장감 속에서 명연기가 나온다,1
재미별로입니다.졸리기까지,0
간만에 너무나 좋은 영화였어요~,1
진짜 로맨스만 좀 뺐으면 망작이라고 불릴 정도는 아닌데..조연 같은 주연님들 좀 활용해주시고.. 난 또 우정출연인 줄 알았네.. 아쉽다ㅠㅠ에구.. 결론은 배우님들 얼굴만 열일한다,1
인랑이라곤하지만 인간의 연기를 보여주려고했던 배우들 감사합니다,1
정우성하고 한효주 면 그냥 거르는게 답이지. 둘을 보러 시간 낭비 왜하냐?,0
우리가 사는 얘기 솔직히 털어놓지 못한 친한사이 수록. 더,1
빨리 아쿠아맨 고질라2 개봉했으면 좋겠네요,0
어쩐지 평론가 평점이 없더라니,0
남편이 이거 보자고 하길래 우선 미션본다음 사람들 평점본후 인랑보자고 한국영화는 먼저 보는거 아니라고 했는데...다행이다싶다;;,0
감독의 정치적 색깔을 마음껏 드러낸 드럽게 재미 없는 영화,0
스릴  그자체였습니다.,1
깡통로봇을 극장에서 보다니 덥긴 더운가 봅니다.,0
생각보다많이웃기진않네요,1
개졸잼 유해진 너무 웃겼어요,1
리얼이 더 잼있다 ...,0
영화 안봤는데 유상재씨 덕분에 1점 드리러 왔습니다,0
보고나서 서로가 침묵하게되는 영화,1
간만에 미친듯이 웃었네요ㅎㅎ  돈만퍼붓고 제작비회수도못하는 그런영화들이 보고배웠으면ㅋ,1
초반 지루하고 등장인물 많아 관계파악까지 한참 걸립니다. 마지막은 어이가 없네요.,0
대체적으로 재미있었습니다..다만 마지막 부분 전개가 다소 이해되지 않은 부분이 있고 너무 반전 전개가 급하게 진행되어 보면서도 뭔가 싶더라구여,1
"현시대에 공감가는 내용 ,소재, 배우들의 연기력? 굿재밌게 봤습니다",1
제발보지마세요 공짜로 보여줘도 시간남아도는분만 보세요,0
가볍게 보기 좋은 영화.핸드폰은 정말 모든걸 갖고있는내 비밀장소구나를 깨닫음.가볍게 흥미진지하게 웃기좋아요.,1
정우성 이쉑히는 연기가 여전히 발연기네. 이따위 영화만 처만드는 대한민국 예술계  없어져라.  한국영화는 안보는게 상책,0
그저 소수의 입장을 합리화 한 영화일 뿐.모두 다 그렇다 라고 단정 짓는 마지막 엔딩은 참 별로였네요.,0
중학생이 쓴 만화소설 영화화,0
덜 살아본애들은 보고나서 별점테러하지말고 이거 공감하는사람이 많다는 사실을 기억해라 마지막 결말은 이게 그냥 판타지가아닌 현실에 만연하다는걸 보여준다 신선했다 기대 이상이다 야한걸 미끼로한 선정적인 영화일줄 알았는데...,1
진심 올해 본 영화 중에 최고!! 특히 아줌마에게 웃음코드가 딱 맞아 떨어짐ㅋㅋ,1
웃음을 주는 요소는 많으나 보고나서 뭔가 찝찝한 이 기분.,1
재미없다는 사람이 우주인이다,1
예고편보고 좀 유치할줄알았음근데 여친때문에 억지로 끌려가서 봤는데진짜 간만에 극장사람들하고 웃은건 정말 오랜만인것같다 부모님 모시고가서 봐도 재밌게 볼수있을것같다,1
한국남자의 실체를 보여주는 영화인가?,0
내가 이상한거냐? 영화가 이상한거냐?,0
아무리 좋게 봐주려고해도 반개이상은 못주겠다스토리 시대상황 연출 전부 언벨런스 하다,0
현실 친구들사람은 완벽할수없다,1
이 영화 연기는 진짜 유해진이 다함ㅋㅋ,1
어떤 분께서 이상한 씹소리 씨부리시길래 꽃 드리러 왔습니다,0
최악들 중 최고 최악임 망작,0
정말 재미없어요 이건너무하는듯 합니다,0
